probe_id,log2fc,t_stat,pvalue,qvalue,gene
TC15002644.hg.1,1.30125,7.2334586200025175,2.858548498811871e-06,1.8412062478802753e-05,--- // --- // accn=AF147302 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=442 cpcScore=-1.2850100 cnci=-0.3495964 // --- // ---
TC06003855.hg.1,1.3010416666666669,9.210543783052389,2.5082337761970128e-08,8.148724257255449e-07,--- // --- // accn=NR_034174 class=lncRNA name= ref=RefGeneNoncode transcriptId=NR_034174 cpcScore=4.7194000 cnci=-0.2458456|accn=NR_034173 class=lncRNA name= ref=RefGeneNoncode transcriptId=NR_034173 cpcScore=6.5021600 cnci=-0.2174040|accn=D89974 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=5430 cpcScore=7.9887300 cnci=-0.2591370 // --- // ---
TC02003629.hg.1,1.3010416666666669,7.858171270964372,4.972545473905087e-07,5.216794202133984e-06,--- // --- // linc-ACVR2A-1 chr2:+:147637476-147659500 // --- // ---
TC0X001387.hg.1,1.3010416666666664,3.261536342132733,0.004549669608874994,0.009171047443227182,--- // --- // ncrna:miRNA chromosome:GRCh37:X:133537328:133537412:-1 gene:ENSG00000251962 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---
TC12001646.hg.1,1.3010416666666664,6.191179366543337,7.853175330759516e-06,4.070965551865777e-05,--- // --- // ncrna:snRNA chromosome:GRCh37:12:59844454:59844553:-1 gene:ENSG00000251931 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC15000504.hg.1,1.3008333333333337,5.943616123679073,8.45927239261013e-06,4.323300886461643e-05,"--- // --- // DQ576354,uc021soa.1 // --- // ---"
TC06001840.hg.1,1.3008333333333337,5.449554043509893,4.059968965545966e-05,0.0001589895524851473,--- // --- // uc021zbk.1 // --- // ---
TC12001000.hg.1,1.3008333333333324,7.181844664080032,1.550858077917051e-06,1.1622055741380826e-05,--- // --- // ncrna:snRNA chromosome:GRCh37:12:125386058:125386157:1 gene:ENSG00000252008 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC08001855.hg.1,1.3006250000000006,6.552976022553787,2.67021529862479e-06,1.7489262724106188e-05,--- // --- // linc-HMBOX1 chr8:+:28621265-28622725 // --- // ---
TC05003175.hg.1,1.3006250000000006,8.03951239972933,1.1475720542615987e-07,2.0180532729212823e-06,--- // --- // linc-NUDT12-5 chr5:-:103216168-103227087|linc-NUDT12-5 chr5:-:103216168-103227087|linc-NUDT12-5 chr5:-:103216344-103222876|linc-NUDT12-5 chr5:-:103216344-103222876 // --- // ---
TC11002210.hg.1,1.3006250000000001,5.127139072843093,5.354623117493209e-05,0.00020049616321496857,"ENST00000410646 // RNA5SP345 // RNA, 5S ribosomal pseudogene 345 // --- // ---"
TC17000179.hg.1,1.3006249999999988,7.387106354179399,2.367613753480464e-06,1.589932454728971e-05,NR_002211 // MEIS3P1 // Meis homeobox 3 pseudogene 1 // 17p12 // 4213
TC06003684.hg.1,1.300416666666667,8.59523952305171,1.2296471738806642e-07,2.102167452096544e-06,--- // --- // linc-GCM1 chr6:-:53095402-53096831 // --- // ---
TC09002366.hg.1,1.3002083333333339,8.174467370310598,1.1697129030363843e-07,2.039195922173626e-06,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000055437 cpcScore=-1.1031800 cnci=-0.4498925|accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000055438 cpcScore=-0.9362100 cnci=-0.4518891 // --- // ---
TC0X002188.hg.1,1.3002083333333334,6.627332265941018,5.810551993770767e-06,3.2064636351667266e-05,--- // --- // accn=NULL class=lincRNA name=Human lincRNA ref=Scripture Reconstruction LincRNAs By Luo transcriptId=linc_luo_622 cpcScore=-1.3948200 cnci=-0.3445521 // --- // ---
TC06001792.hg.1,1.3002083333333334,6.817905644886145,1.2874600479010592e-06,1.0160268961091215e-05,"NM_001037497 // DEFB110 // defensin, beta 110 locus // 6p12.3 // 245913 /// NM_001037728 // DEFB110 // defensin, beta 110 locus // 6p12.3 // 245913 /// ENST00000371148 // DEFB110 // defensin, beta 110 locus // 6p12.3 // 245913 /// ENST00000393660 // DEFB110 // defensin, beta 110 locus // 6p12.3 // 245913 /// OTTHUMT00000359664 // DEFB110 // NULL // --- // --- /// OTTHUMT00000359663 // DEFB110 // NULL // --- // ---"
TC04000482.hg.1,1.300208333333332,6.806724189574097,6.53778659651991e-06,3.519480654414832e-05,--- // --- // ncrna:snRNA chromosome:GRCh37:4:89147881:89147981:1 gene:ENSG00000199326 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC11003106.hg.1,1.2999999999999998,7.810942985639427,2.3862970000292706e-07,3.2004342367026134e-06,--- // --- // linc-MPPED2-2 chr11:-:30707955-30716936|linc-MPPED2-2 chr11:-:30708955-30718696 // --- // ---
TC06001891.hg.1,1.2997916666666667,3.701766421593494,0.0014476963694362449,0.0034027163395506698,--- // --- // ncrna:snRNA chromosome:GRCh37:6:77267370:77267471:-1 gene:ENSG00000238353 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC0X001406.hg.1,1.2997916666666667,3.1456223685107902,0.005963855035850784,0.011613669085011151,"ENST00000364570 // RNA5SP515 // RNA, 5S ribosomal pseudogene 515 // --- // ---"
TC07003094.hg.1,1.2997916666666662,6.065996569957225,9.444029834046205e-06,4.731684572143286e-05,--- // --- // linc-RELN chr7:-:103642281-103672626 // --- // ---
TC0X002177.hg.1,1.2997916666666662,7.335435682410013,6.66973716345121e-07,6.375891471002856e-06,--- // --- // linc-SERPINA7 chrX:-:105708481-105711579 // --- // ---
TC03000584.hg.1,1.299791666666665,4.553005330298385,0.0002643026260279034,0.0007889588776594581,NM_001172105 // GRAMD1C // GRAM domain containing 1C // 3q13.31 // 54762 /// NM_017577 // GRAMD1C // GRAM domain containing 1C // 3q13.31 // 54762 /// ENST00000358160 // GRAMD1C // GRAM domain containing 1C // 3q13.31 // 54762 /// ENST00000440446 // GRAMD1C // GRAM domain containing 1C // 3q13.31 // 54762 /// ENST00000452134 // GRAMD1C // GRAM domain containing 1C // 3q13.31 // 54762 /// ENST00000472026 // GRAMD1C // GRAM domain containing 1C // 3q13.31 // 54762 /// ENST00000479212 // GRAMD1C // GRAM domain containing 1C // 3q13.31 // 54762 /// BC035040 // GRAMD1C // GRAM domain containing 1C // 3q13.31 // 54762 /// OTTHUMT00000354733 // GRAMD1C // NULL // --- // --- /// OTTHUMT00000354738 // GRAMD1C // NULL // --- // --- /// OTTHUMT00000354737 // GRAMD1C // NULL // --- // --- /// OTTHUMT00000354736 // GRAMD1C // NULL // --- // --- /// OTTHUMT00000354734 // GRAMD1C // NULL // --- // --- /// OTTHUMT00000354735 // GRAMD1C // NULL // --- // --- /// OTTHUMT00000354739 // GRAMD1C // NULL // --- // --- /// OTTHUMT00000354740 // GRAMD1C // NULL // --- // --- /// OTTHUMT00000354741 // GRAMD1C // NULL // --- // --- /// OTTHUMT00000354742 // GRAMD1C // NULL // --- // --- /// OTTHUMT00000354743 // GRAMD1C // NULL // --- // --- /// OTTHUMT00000354744 // GRAMD1C // NULL // --- // --- /// OTTHUMT00000354745 // GRAMD1C // NULL // --- // --- /// OTTHUMT00000354747 // GRAMD1C // NULL // --- // --- /// OTTHUMT00000354748 // GRAMD1C // NULL // --- // ---
TC12000336.hg.1,1.299791666666665,9.697608543178829,1.5248410928005952e-08,6.13769021520973e-07,--- // --- // havana:lincRNA chromosome:GRCh37:12:47641907:47643068:1 gene:ENSG00000258181 gene_biotype:lincRNA transcript_biotype:lincRNA|havana:lincRNA chromosome:GRCh37:12:47642919:47651322:1 gene:ENSG00000258181 gene_biotype:lincRNA transcript_biotype:lincRNA // --- // ---
TC19000397.hg.1,1.2993750000000004,5.598775299371103,2.4847346994883992e-05,0.0001054018247296015,NM_001242680 // ZNF729 // zinc finger protein 729 // 19p12 // 100287226 /// ENST00000357491 // ZNF729 // zinc finger protein 729 // 19p12 // 100287226
TC12001877.hg.1,1.299374999999999,6.928032205126235,1.1687975479456842e-05,5.628364887518802e-05,--- // --- // havana:lincRNA chromosome:GRCh37:12:101802150:101802838:-1 gene:ENSG00000257543 gene_biotype:lincRNA transcript_biotype:lincRNA // --- // ---
TC10000355.hg.1,1.2991666666666672,6.958698164335978,1.909429479763232e-06,1.3549812206739563e-05,OTTHUMT00000291332 // OTTHUMG00000144164 // NULL // --- // --- /// OTTHUMT00000291332 // RP11-598C10.1 // NULL // --- // ---
TC02002842.hg.1,1.2991666666666668,8.608373666149987,6.652968406021496e-08,1.475645832529415e-06,OTTHUMT00000331758 // OTTHUMG00000153589 // NULL // --- // --- /// OTTHUMT00000331758 // AC009410.1 // NULL // --- // ---
TC09002072.hg.1,1.2991666666666664,6.714627460158513,1.756170064339645e-06,1.2728416024978807e-05,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000053004 cpcScore=-1.2688000 cnci=-0.3575034 // --- // ---
TC08001299.hg.1,1.299166666666666,7.059764592208219,7.713537320011551e-07,7.030365071477122e-06,OTTHUMT00000378845 // OTTHUMG00000164447 // NULL // --- // --- /// OTTHUMT00000378845 // RP11-865I6.2 // NULL // --- // ---
TC12000474.hg.1,1.2989583333333337,5.913358074868643,1.2673060804033482e-05,6.015227735817621e-05,"NM_001005243 // OR9K2 // olfactory receptor, family 9, subfamily K, member 2 // 12q13.2 // 441639 /// BC136988 // OR9K2 // olfactory receptor, family 9, subfamily K, member 2 // 12q13.2 // 441639 /// ENST00000305377 // OR9K2 // olfactory receptor, family 9, subfamily K, member 2 // 12q13.2 // 441639"
TC02001559.hg.1,1.2989583333333332,4.951923270625127,8.578337201802632e-05,0.0002991211166804338,--- // --- // ncrna:snoRNA chromosome:GRCh37:2:9672371:9672474:-1 gene:ENSG00000238462 gene_biotype:snoRNA transcript_biotype:snoRNA // --- // ---
TC14002290.hg.1,1.29875,6.863158546933487,1.3559844257787917e-06,1.0534619915323313e-05,ENST00000390427 // TRAV5 // T cell receptor alpha variable 5 // --- // ---
TC08002358.hg.1,1.2985416666666674,7.630228445133143,4.5507850757846983e-07,4.9279251859780165e-06,--- // --- // accn=NULL class=lincRNA name=Human lincRNA ref=Scripture Reconstruction LincRNAs By Luo transcriptId=linc_luo_553 cpcScore=-1.3315100 cnci=-0.3670580 // --- // ---
TC18000323.hg.1,1.298541666666667,6.661447434668931,5.4172309238955095e-06,3.0385810269026995e-05,--- // --- // ncrna:snoRNA chromosome:GRCh37:18:10389895:10389997:-1 gene:ENSG00000239031 gene_biotype:snoRNA transcript_biotype:snoRNA // --- // ---
TC03002010.hg.1,1.298541666666666,5.961410437772058,8.036962950333678e-06,4.148601392066447e-05,"ENST00000364588 // RNU4-4P // RNA, U4 small nuclear 4, pseudogene // --- // ---"
TC13001114.hg.1,1.2983333333333342,8.853130187138873,3.054564774808728e-08,9.09072940120246e-07,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000045157 cpcScore=-1.1684200 cnci=-0.3834981 // --- // ---
TC01001861.hg.1,1.298333333333333,8.099919020034829,1.1348629644940886e-07,2.003530098466845e-06,--- // --- // ncrna:snoRNA chromosome:GRCh37:1:226491963:226492064:1 gene:ENSG00000238545 gene_biotype:snoRNA transcript_biotype:snoRNA // --- // ---
TC02003605.hg.1,1.298125000000001,6.351729478463203,3.879399453613127e-06,2.3367718257571222e-05,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000331839 cpcScore=-1.0001200 cnci=-0.2890649 // --- // ---
TC11002294.hg.1,1.2981249999999993,6.817285836024417,3.836621274688872e-06,2.3179686985522962e-05,--- // --- // cdna:known chromosome:GRCh37:11:112035920:112043329:-1 gene:ENSG00000254638 gene_biotype:antisense transcript_biotype:antisense // --- // ---
TC02001531.hg.1,1.297916666666667,7.370759099914785,4.198381331632542e-07,4.662198562119426e-06,OTTHUMT00000322863 // OTTHUMG00000151487 // NULL // --- // --- /// OTTHUMT00000322863 // AC012445.1 // NULL // --- // ---
TC0X001381.hg.1,1.297916666666667,6.676630864076343,2.507562041967931e-06,1.664643676570031e-05,NR_029852 // MIR363 // microRNA 363 // Xq26.2 // 574031 /// ENST00000384840 // MIR363 // microRNA 363 // Xq26.2 // 574031
TC04002666.hg.1,1.297916666666667,7.14315405553614,6.623915355064972e-07,6.345577473355476e-06,--- // --- // accn=CR605402 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=2657 cpcScore=-0.3501230 cnci=-0.3934266 // --- // ---
TC01003361.hg.1,1.2979166666666657,5.1981785762858435,5.033356493737841e-05,0.00019038396757358928,OTTHUMT00000046273 // OTTHUMG00000017483 // NULL // --- // --- /// OTTHUMT00000046273 // RP11-85G21.2 // NULL // --- // ---
TC16001118.hg.1,1.2977083333333335,6.989345239665014,2.333528642226017e-06,1.5732679927340102e-05,NM_001207030 // LOC643802 // u3 small nucleolar ribonucleoprotein protein MPP10-like // 16q12.2 // 643802
TC11000180.hg.1,1.297499999999999,6.735943938342354,2.7151203121682805e-06,1.7714651636724605e-05,--- // --- // cdna:known chromosome:GRCh37:11:9860690:9950810:1 gene:ENSG00000255476 gene_biotype:antisense transcript_biotype:antisense // --- // ---
TC01005052.hg.1,1.2972916666666676,6.152731319624704,6.422898779809734e-06,3.469526508303269e-05,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000092017 cpcScore=-0.9917700 cnci=-0.3370266 // --- // ---
TC14001301.hg.1,1.2970833333333336,6.260115433936359,8.8871109180187e-06,4.5014163371734685e-05,--- // --- // ncrna:misc_RNA chromosome:GRCh37:14:74373019:74373130:-1 gene:ENSG00000199472 gene_biotype:misc_RNA transcript_biotype:misc_RNA // --- // ---
TC21000817.hg.1,1.2970833333333331,5.9649830229291085,9.690914124966576e-06,4.8336508439881756e-05,--- // --- // linc-SAMSN1-4 chr21:-:16049035-16125734 // --- // ---
TC06002192.hg.1,1.2970833333333327,7.19462786841365,7.562337847847772e-07,6.930911376078506e-06,OTTHUMT00000042547 // OTTHUMG00000015742 // NULL // --- // --- /// OTTHUMT00000042547 // RP1-91J24.3 // NULL // --- // ---
TC01004537.hg.1,1.296875,7.660415572241904,1.3367149624823606e-06,1.0426901696489412e-05,--- // --- // accn=NULL class=lncRNA name= ref=UCSCGeneNoncode transcriptId=uc001dqe.1 cpcScore=-0.0536533 cnci=-0.4174423 // --- // ---
TC03000200.hg.1,1.296875,9.830120245258652,1.073859296222889e-08,4.970224164176783e-07,NM_005201 // CCR8 // chemokine (C-C motif) receptor 8 // 3p22 // 1237 /// ENST00000326306 // CCR8 // chemokine (C-C motif) receptor 8 // 3p22 // 1237 /// ENST00000414803 // CCR8 // chemokine (C-C motif) receptor 8 // 3p22 // 1237 /// ENST00000545843 // CCR8 // chemokine (C-C motif) receptor 8 // 3p22 // 1237 /// BC069067 // CCR8 // chemokine (C-C motif) receptor 8 // 3p22 // 1237 /// BC074743 // CCR8 // chemokine (C-C motif) receptor 8 // 3p22 // 1237 /// BC107152 // CCR8 // chemokine (C-C motif) receptor 8 // 3p22 // 1237 /// BC107159 // CCR8 // chemokine (C-C motif) receptor 8 // 3p22 // 1237 /// OTTHUMT00000254058 // CCR8 // NULL // --- // --- /// OTTHUMT00000343612 // CCR8 // NULL // --- // ---
TC10001436.hg.1,1.296875,5.631241382876577,4.105506145901465e-05,0.00016048429465727012,--- // --- // cdna:known chromosome:GRCh37:10:78042428:78044842:-1 gene:ENSG00000232704 gene_biotype:antisense transcript_biotype:antisense|[retired] cdna:all chromosome:VEGA50:10:78042428:78044842:-1 Gene:OTTHUMG00000018531 // --- // ---
TC02001840.hg.1,1.2968749999999991,7.56865561315269,3.1507722500953005e-07,3.859338808351813e-06,OTTHUMT00000325653 // OTTHUMG00000152267 // NULL // --- // --- /// OTTHUMT00000325653 // AC139712.4 // NULL // --- // ---
TC06002121.hg.1,1.296458333333332,10.069407917296331,6.0622918206256025e-09,3.6129082841585285e-07,NM_001242350 // VNN2 // vanin 2 // 6q23-q24 // 8875 /// NM_004665 // VNN2 // vanin 2 // 6q23-q24 // 8875 /// NM_078488 // VNN2 // vanin 2 // 6q23-q24 // 8875 /// NR_034173 // VNN2 // vanin 2 // 6q23-q24 // 8875 /// NR_034174 // VNN2 // vanin 2 // 6q23-q24 // 8875 /// ENST00000326499 // VNN2 // vanin 2 // 6q23-q24 // 8875 /// ENST00000525270 // VNN2 // vanin 2 // 6q23-q24 // 8875 /// ENST00000525289 // VNN2 // vanin 2 // 6q23-q24 // 8875 /// ENST00000526192 // VNN2 // vanin 2 // 6q23-q24 // 8875 /// BC126145 // VNN2 // vanin 2 // 6q23-q24 // 8875 /// OTTHUMT00000042264 // VNN2 // NULL // --- // ---
TC16000405.hg.1,1.2962499999999992,5.266855380981655,4.1892114678345316e-05,0.0001631518957263569,--- // --- // ncrna:miRNA chromosome:GRCh37:16:34510863:34510964:1 gene:ENSG00000221532 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---
TC10000392.hg.1,1.296041666666667,7.418549165842982,3.752178409886786e-07,4.328210009842929e-06,OTTHUMT00000048274 // OTTHUMG00000018329 // NULL // --- // --- /// OTTHUMT00000048274 // RP11-428G2.1 // NULL // --- // ---
TC06003318.hg.1,1.296041666666667,8.824014055227938,2.5089864898923176e-08,8.148724257255449e-07,--- // --- // accn=NULL class=lncRNA name=Human lincRNA ref=BodyMapLinc transcriptId=TCONS_00029993 cpcScore=-1.1986100 cnci=-0.3039310 // --- // ---
TC10002465.hg.1,1.296041666666666,9.38093907148343,9.300820634500561e-09,4.52674078203245e-07,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000046740 cpcScore=-1.1324100 cnci=-0.2641654 // --- // ---
TC07001561.hg.1,1.295833333333333,11.566086473283326,2.7888344513827116e-10,6.774259454423444e-08,OTTHUMT00000339912 // OTTHUMG00000155403 // NULL // --- // --- /// OTTHUMT00000339912 // AC010091.1 // NULL // --- // --- /// OTTHUMT00000339911 // OTTHUMG00000155403 // NULL // --- // --- /// OTTHUMT00000339911 // AC010091.1 // NULL // --- // ---
TC0X001836.hg.1,1.2956250000000002,3.0882191369522807,0.0070783029857632825,0.01348712313833586,--- // --- // accn=AK026828 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=218 cpcScore=-1.0892000 cnci=-0.3085894 // --- // ---
TC13001445.hg.1,1.2956249999999994,5.707845182692897,3.864774633805435e-05,0.00015268267798023368,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000044693 cpcScore=-0.9191950 cnci=-0.3138837 // --- // ---
TC05002610.hg.1,1.295416666666668,7.215041941236291,5.606012243620031e-07,5.655255374771041e-06,--- // --- // accn=NULL class=lincRNA name=Human lincRNA ref=Scripture Reconstruction LincRNAs By Luo transcriptId=linc_luo_398 cpcScore=-1.3043200 cnci=-0.3862340 // --- // ---
TC01003242.hg.1,1.295416666666667,2.9151230644517807,0.010315230339951862,0.0187359964063766,NM_007113 // TCHH // trichohyalin // 1q21.3 // 7062 /// ENST00000368804 // TCHH // trichohyalin // 1q21.3 // 7062 /// OTTHUMT00000036671 // TCHH // NULL // --- // ---
TC19001925.hg.1,1.295416666666667,2.9632838772498813,0.009159992432509789,0.016886133847902624,--- // --- // linc-MADCAM1 chr19:+:302197-304321|linc-MADCAM1 chr19:+:302227-303170|linc-MADCAM1 chr19:+:302322-302944|linc-MADCAM1 chr19:+:303035-304321|linc-MADCAM1 chr19:+:303339-304460 // --- // ---
TC03000356.hg.1,1.2954166666666662,5.914270757683784,1.6681963887677643e-05,7.564461841304699e-05,OTTHUMT00000350791 // OTTHUMG00000158359 // NULL // --- // --- /// OTTHUMT00000350791 // RP11-64C1.1 // NULL // --- // ---
TC13001614.hg.1,1.295208333333334,7.437448934924926,8.701220374346269e-07,7.662702261852567e-06,--- // --- // accn=AF339815 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=1216 cpcScore=-1.1298500 cnci=-0.3690722 // --- // ---
TC19000819.hg.1,1.295208333333333,5.704852496290925,1.4982358290894647e-05,6.919695579423662e-05,NR_030183 // MIR520E // microRNA 520e // 19q13.42 // 574461 /// ENST00000384867 // MIR520E // microRNA 520e // 19q13.42 // 574461
TC07003299.hg.1,1.295208333333333,5.43427239364804,4.2997984504389445e-05,0.0001667471370592322,"NM_000777 // CYP3A5 // cytochrome P450, family 3, subfamily A, polypeptide 5 // 7q21.1 // 1577 /// NM_001190484 // CYP3A5 // cytochrome P450, family 3, subfamily A, polypeptide 5 // 7q21.1 // 1577 /// NR_033807 // CYP3A5 // cytochrome P450, family 3, subfamily A, polypeptide 5 // 7q21.1 // 1577 /// NR_033808 // CYP3A5 // cytochrome P450, family 3, subfamily A, polypeptide 5 // 7q21.1 // 1577 /// NR_033809 // CYP3A5 // cytochrome P450, family 3, subfamily A, polypeptide 5 // 7q21.1 // 1577 /// NR_033810 // CYP3A5 // cytochrome P450, family 3, subfamily A, polypeptide 5 // 7q21.1 // 1577 /// NR_033811 // CYP3A5 // cytochrome P450, family 3, subfamily A, polypeptide 5 // 7q21.1 // 1577 /// NR_033812 // CYP3A5 // cytochrome P450, family 3, subfamily A, polypeptide 5 // 7q21.1 // 1577 /// ENST00000222982 // CYP3A5 // cytochrome P450, family 3, subfamily A, polypeptide 5 // 7q21.1 // 1577 /// ENST00000339843 // CYP3A5 // cytochrome P450, family 3, subfamily A, polypeptide 5 // 7q21.1 // 1577 /// ENST00000343703 // CYP3A5 // cytochrome P450, family 3, subfamily A, polypeptide 5 // 7q21.1 // 1577 /// ENST00000439761 // CYP3A5 // cytochrome P450, family 3, subfamily A, polypeptide 5 // 7q21.1 // 1577 /// ENST00000480723 // CYP3A5 // cytochrome P450, family 3, subfamily A, polypeptide 5 // 7q21.1 // 1577 /// BC033862 // CYP3A5 // cytochrome P450, family 3, subfamily A, polypeptide 5 // 7q21.1 // 1577 /// OTTHUMT00000345469 // CYP3A5 // NULL // --- // --- /// OTTHUMT00000345471 // CYP3A5 // NULL // --- // --- /// OTTHUMT00000345481 // CYP3A5 // NULL // --- // --- /// OTTHUMT00000345470 // CYP3A5 // NULL // --- // --- /// OTTHUMT00000345472 // CYP3A5 // NULL // --- // --- /// OTTHUMT00000345473 // CYP3A5 // NULL // --- // --- /// OTTHUMT00000345474 // CYP3A5 // NULL // --- // --- /// OTTHUMT00000345475 // CYP3A5 // NULL // --- // --- /// OTTHUMT00000345476 // CYP3A5 // NULL // --- // --- /// OTTHUMT00000345477 // CYP3A5 // NULL // --- // --- /// OTTHUMT00000345478 // CYP3A5 // NULL // --- // --- /// OTTHUMT00000345479 // CYP3A5 // NULL // --- // --- /// OTTHUMT00000345480 // CYP3A5 // NULL // --- // --- /// OTTHUMT00000345482 // CYP3A5 // NULL // --- // ---"
TC12002173.hg.1,1.295208333333333,7.470209626809292,7.712399166264917e-07,7.0302766050153525e-06,--- // --- // accn=BC041344 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=1256 cpcScore=0.1382130 cnci=-0.2775090 // --- // ---
TC11003382.hg.1,1.2952083333333322,3.5575783300673165,0.0026843176368682347,0.005800531244238021,--- // --- // accn=S59749 class=mRNAlike lncRNA name=NULL ref=H-invitational v7.5 transcriptId=HIT000215889 cpcScore=0.1708410 cnci=-0.3138991 // --- // ---
TC02004855.hg.1,1.2952083333333317,4.3248348751120105,0.00036847030238822034,0.001048725557602282,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000131003 cpcScore=-1.2611900 cnci=-0.4542583 // --- // ---
TC11002162.hg.1,1.2950000000000026,7.803588700776572,2.5706693425142284e-07,3.3557347643785193e-06,NM_001162951 // SYTL2 // synaptotagmin-like 2 // 11q14 // 54843 /// NM_001162952 // SYTL2 // synaptotagmin-like 2 // 11q14 // 54843 /// NM_001162953 // SYTL2 // synaptotagmin-like 2 // 11q14 // 54843 /// NM_032379 // SYTL2 // synaptotagmin-like 2 // 11q14 // 54843 /// NM_032943 // SYTL2 // synaptotagmin-like 2 // 11q14 // 54843 /// NM_206927 // SYTL2 // synaptotagmin-like 2 // 11q14 // 54843 /// NM_206928 // SYTL2 // synaptotagmin-like 2 // 11q14 // 54843 /// NM_206929 // SYTL2 // synaptotagmin-like 2 // 11q14 // 54843 /// NM_206930 // SYTL2 // synaptotagmin-like 2 // 11q14 // 54843 /// ENST00000316356 // SYTL2 // synaptotagmin-like 2 // 11q14 // 54843 /// ENST00000354566 // SYTL2 // synaptotagmin-like 2 // 11q14 // 54843 /// ENST00000359152 // SYTL2 // synaptotagmin-like 2 // 11q14 // 54843 /// ENST00000389958 // SYTL2 // synaptotagmin-like 2 // 11q14 // 54843 /// ENST00000389960 // SYTL2 // synaptotagmin-like 2 // 11q14 // 54843 /// ENST00000524452 // SYTL2 // synaptotagmin-like 2 // 11q14 // 54843 /// ENST00000525423 // SYTL2 // synaptotagmin-like 2 // 11q14 // 54843 /// ENST00000525471 // SYTL2 // synaptotagmin-like 2 // 11q14 // 54843 /// ENST00000525702 // SYTL2 // synaptotagmin-like 2 // 11q14 // 54843 /// ENST00000527523 // SYTL2 // synaptotagmin-like 2 // 11q14 // 54843 /// ENST00000528231 // SYTL2 // synaptotagmin-like 2 // 11q14 // 54843 /// ENST00000529581 // SYTL2 // synaptotagmin-like 2 // 11q14 // 54843 /// ENST00000533892 // SYTL2 // synaptotagmin-like 2 // 11q14 // 54843 /// BC136450 // SYTL2 // synaptotagmin-like 2 // 11q14 // 54843 /// BC144115 // SYTL2 // synaptotagmin-like 2 // 11q14 // 54843
TC07000351.hg.1,1.2947916666666663,6.303753156513921,6.902944800554946e-06,3.67359174475431e-05,--- // --- // uc022aeo.1 // --- // ---
TC18000540.hg.1,1.2947916666666663,6.658474978270665,5.049661606863197e-06,2.8744293095191598e-05,NR_039899 // MIR3591 // microRNA 3591 // --- // 100616357
TC05002480.hg.1,1.294375000000001,9.100535055167175,7.217847663129612e-08,1.5512629439714081e-06,--- // --- // linc-ATG10 chr5:+:81190737-81196638 // --- // ---
TC04001442.hg.1,1.294375000000001,5.785417284986422,2.361812533778357e-05,0.00010115334355361508,OTTHUMT00000363314 // OTTHUMG00000160994 // NULL // --- // --- /// OTTHUMT00000363314 // AC004069.2 // NULL // --- // ---
TC14000690.hg.1,1.2943750000000005,5.789129055426201,1.527222754851059e-05,7.028576173214907e-05,"NR_003206 // SNORD114-13 // small nucleolar RNA, C/D box 114-13 // 14q32 // 767591 /// ENST00000364377 // SNORD114-13 // small nucleolar RNA, C/D box 114-13 // 14q32 // 767591"
TC08001102.hg.1,1.294375,5.156556421277036,5.448313244841473e-05,0.00020342458077941779,NR_036104 // MIR3148 // microRNA 3148 // --- // 100422876
TC12001237.hg.1,1.2943749999999996,4.348845282544828,0.0003336976406801056,0.0009635651363998191,"NM_176889 // TAS2R20 // taste receptor, type 2, member 20 // 12p13.2 // 259295 /// ENST00000538986 // TAS2R20 // taste receptor, type 2, member 20 // 12p13.2 // 259295 /// BC100915 // TAS2R20 // taste receptor, type 2, member 20 // 12p13.2 // 259295 /// BC100916 // TAS2R20 // taste receptor, type 2, member 20 // 12p13.2 // 259295"
